IDZipCode,Province/City,Wards,District,Country,Continents
561,Ð?ng Nai,Phu?ng Tân Hi?p,TP. Biên Hòa,Vi?t Nam,Châu Á
562,Ð?ng Nai,Phu?ng Tân Hòa,TP. Biên Hòa,Vi?t Nam,Châu Á
563,Ð?ng Nai,Phu?ng Tân Mai,TP. Biên Hòa,Vi?t Nam,Châu Á
564,Ð?ng Nai,Phu?ng Tân Phong,TP. Biên Hòa,Vi?t Nam,Châu Á
565,Ð?ng Nai,Phu?ng Tân Ti?n,TP. Biên Hòa,Vi?t Nam,Châu Á
566,Ð?ng Nai,Phu?ng Tân V?n,TP. Biên Hòa,Vi?t Nam,Châu Á
567,Ð?ng Nai,Phu?ng Thanh Bình,TP. Biên Hòa,Vi?t Nam,Châu Á
568,Ð?ng Nai,Phu?ng Th?ng Nh?t,TP. Biên Hòa,Vi?t Nam,Châu Á
569,Ð?ng Nai,Phu?ng Tr?ng Dài,TP. Biên Hòa,Vi?t Nam,Châu Á
570,Ð?ng Nai,Phu?ng Trung Dung,TP. Biên Hòa,Vi?t Nam,Châu Á
571,Ð?ng Nai,Tam Phu?c,TP. Biên Hòa,Vi?t Nam,Châu Á
572,Ð?ng Nai,Xã Hi?p Hòa,TP. Biên Hòa,Vi?t Nam,Châu Á
573,Ð?ng Nai,Xã Hóa An,TP. Biên Hòa,Vi?t Nam,Châu Á
574,Ð?ng Nai,Xã Tân H?nh,TP. Biên Hòa,Vi?t Nam,Châu Á
575,Ð?ng Nai,Th? tr?n Long Thành,Huy?n Long Thành,Vi?t Nam,Châu Á
576,Ð?ng Nai,Xã C?m Ðu?ng,Huy?n Long Thành,Vi?t Nam,Châu Á
577,Ð?ng Nai,Xã L?c An,Huy?n Long Thành,Vi?t Nam,Châu Á
578,Ð?ng Nai,Xã Bình Son,Huy?n Long Thành,Vi?t Nam,Châu Á
579,Ð?ng Nai,Xã Long Ð?c,Huy?n Long Thành,Vi?t Nam,Châu Á
580,Ð?ng Nai,Xã Long Phu?c,Huy?n Long Thành,Vi?t Nam,Châu Á
581,Ð?ng Nai,Xã Tam An,Huy?n Long Thành,Vi?t Nam,Châu Á
582,Ð?ng Nai,Xã Tân Hi?p,Huy?n Long Thành,Vi?t Nam,Châu Á
583,Ð?ng Nai,Xã Su?i Tr?u,Huy?n Long Thành,Vi?t Nam,Châu Á
584,Ð?ng Nai,Xã Phu?c Bình,Huy?n Long Thành,Vi?t Nam,Châu Á
585,Ð?ng Nai,Qu?ng Ti?n,Huy?n Th?ng Nh?t,Vi?t Nam,Châu Á
586,Ð?ng Nai,Xã Gia Ki?m,Huy?n Th?ng Nh?t,Vi?t Nam,Châu Á
587,Ð?ng Nai,Xã Hung L?c,Huy?n Th?ng Nh?t,Vi?t Nam,Châu Á
588,Ð?ng Nai,Xã Xuân Th?nh,Huy?n Th?ng Nh?t,Vi?t Nam,Châu Á
589,Ð?ng Nai,Xã Quang Trung,Huy?n Th?ng Nh?t,Vi?t Nam,Châu Á
590,Ð?ng Nai,Xã Ð?i Phu?c,Huy?n Nhon Tr?ch,Vi?t Nam,Châu Á
591,Ð?ng Nai,Xã Hi?p Phu?c,Huy?n Nhon Tr?ch,Vi?t Nam,Châu Á
592,Ð?ng Nai,Xã Long Tân,Huy?n Nhon Tr?ch,Vi?t Nam,Châu Á
593,Ð?ng Nai,Xã Long Th?,Huy?n Nhon Tr?ch,Vi?t Nam,Châu Á
594,Ð?ng Nai,Xã Phú Ðông,Huy?n Nhon Tr?ch,Vi?t Nam,Châu Á
595,Ð?ng Nai,Xã Phú H?i,Huy?n Nhon Tr?ch,Vi?t Nam,Châu Á
596,Ð?ng Nai,Xã Phú H?u,Huy?n Nhon Tr?ch,Vi?t Nam,Châu Á
597,Ð?ng Nai,Xã Phú Th?nh,Huy?n Nhon Tr?ch,Vi?t Nam,Châu Á
598,Ð?ng Nai,Xã Phu?c An,Huy?n Nhon Tr?ch,Vi?t Nam,Châu Á
599,Ð?ng Nai,Xã Phu?c Khánh,Huy?n Nhon Tr?ch,Vi?t Nam,Châu Á
600,Ðà N?ng,Hòa Phát,Qu?n C?m L?,Vi?t Nam,Châu Á
601,Ðà N?ng,Phu?ng Hoà An,Qu?n C?m L?,Vi?t Nam,Châu Á
602,Ðà N?ng,Phu?ng Hoà Phát,Qu?n C?m L?,Vi?t Nam,Châu Á
603,Ðà N?ng,Phu?ng Hoà Th? Ðông,Qu?n C?m L?,Vi?t Nam,Châu Á
604,Ðà N?ng,Phu?ng Hoà Th? Tây,Qu?n C?m L?,Vi?t Nam,Châu Á
605,Ðà N?ng,Phu?ng Hoà Xuân,Qu?n C?m L?,Vi?t Nam,Châu Á
606,Ðà N?ng,Phu?ng Khuê Trung,Qu?n C?m L?,Vi?t Nam,Châu Á
607,Ðà N?ng,Phu?ng Hoà Hi?p B?c,Qu?n Liên Chi?u,Vi?t Nam,Châu Á
608,Ðà N?ng,Phu?ng Hoà Hi?p Nam,Qu?n Liên Chi?u,Vi?t Nam,Châu Á
609,Ðà N?ng,Phu?ng Hoà Khánh B?c,Qu?n Liên Chi?u,Vi?t Nam,Châu Á
610,Ðà N?ng,Phu?ng Hoà Khánh Nam,Qu?n Liên Chi?u,Vi?t Nam,Châu Á
611,Ðà N?ng,Phu?ng Hoà Minh,Qu?n Liên Chi?u,Vi?t Nam,Châu Á
612,Ðà N?ng,Phu?ng Bình Hiên,Qu?n H?i Châu,Vi?t Nam,Châu Á
613,Ðà N?ng,Phu?ng Bình Thu?n,Qu?n H?i Châu,Vi?t Nam,Châu Á
614,Ðà N?ng,Phu?ng H?i Châu I,Qu?n H?i Châu,Vi?t Nam,Châu Á
615,Ðà N?ng,Phu?ng H?i Châu II,Qu?n H?i Châu,Vi?t Nam,Châu Á
616,Ðà N?ng,Phu?ng Hoà Cu?ng B?c,Qu?n H?i Châu,Vi?t Nam,Châu Á
617,Ðà N?ng,Phu?ng Hoà Cu?ng Nam,Qu?n H?i Châu,Vi?t Nam,Châu Á
618,Ðà N?ng,Phu?ng Hoà Thu?n Ðông,Qu?n H?i Châu,Vi?t Nam,Châu Á
619,Ðà N?ng,Phu?ng Hoà Thu?n Tây,Qu?n H?i Châu,Vi?t Nam,Châu Á
620,Ðà N?ng,Phu?ng Nam Duong,Qu?n H?i Châu,Vi?t Nam,Châu Á
621,Ðà N?ng,Phu?ng Phu?c Ninh,Qu?n H?i Châu,Vi?t Nam,Châu Á
622,Ðà N?ng,Phu?ng Th?ch Thang,Qu?n H?i Châu,Vi?t Nam,Châu Á
623,Ðà N?ng,Phu?ng Thanh Bình,Qu?n H?i Châu,Vi?t Nam,Châu Á
624,Ðà N?ng,Phu?ng Thu?n Phu?c,Qu?n H?i Châu,Vi?t Nam,Châu Á
625,Khánh Hòa,Phu?ng Cam L?i,TP. Cam Ranh,Vi?t Nam,Châu Á
626,Khánh Hòa,Phu?ng Cam Thu?n,TP. Cam Ranh,Vi?t Nam,Châu Á
627,Khánh Hòa,Xã Cam Bình,TP. Cam Ranh,Vi?t Nam,Châu Á
628,Khánh Hòa,Xã Cam Th?nh Ðông,TP. Cam Ranh,Vi?t Nam,Châu Á
629,Khánh Hòa,Phu?ng Ba Ngòi,TP. Cam Ranh,Vi?t Nam,Châu Á
630,Kiên Giang,Th? tr?n Minh Luong,Huy?n Châu Thành,Vi?t Nam,Châu Á
631,Kiên Giang,Xã Minh Hòa,Huy?n Châu Thành,Vi?t Nam,Châu Á
632,Kiên Giang,Xã Th?nh L?c,Huy?n Châu Thành,Vi?t Nam,Châu Á
633,Kiên Giang,Xã Vinh Hoà Phú,Huy?n Châu Thành,Vi?t Nam,Châu Á
634,Kiên Giang,Xã Mong Th? A,Huy?n Châu Thành,Vi?t Nam,Châu Á
635,An Giang,Phu?ng Bình Ð?c,TP. Long Xuyên,Vi?t Nam,Châu Á
636,An Giang,Phu?ng Bình Khánh,TP. Long Xuyên,Vi?t Nam,Châu Á
637,An Giang,Phu?ng Ðông Xuyên,TP. Long Xuyên,Vi?t Nam,Châu Á
638,An Giang,Phu?ng M? Hòa,TP. Long Xuyên,Vi?t Nam,Châu Á
639,An Giang,Xã M? Khánh,TP. Long Xuyên,Vi?t Nam,Châu Á
640,Bình Phu?c,Th? tr?n An L?c,Th? xã Bình Long,Vi?t Nam,Châu Á
641,Bình Phu?c,Xã An Khuong,Th? xã Bình Long,Vi?t Nam,Châu Á
642,Bình Phu?c,Xã An Phú,Th? xã Bình Long,Vi?t Nam,Châu Á
643,Bình Phu?c,Xã Thanh Bình,Th? xã Bình Long,Vi?t Nam,Châu Á
644,Bình Phu?c,Xã Thanh Phú,Th? xã Bình Long,Vi?t Nam,Châu Á
645,C?n Tho,Phu?ng An Cu,Qu?n Ninh Ki?u,Vi?t Nam,Châu Á
646,C?n Tho,Phu?ng An H?i,Qu?n Ninh Ki?u,Vi?t Nam,Châu Á
647,C?n Tho,Phu?ng An Khánh,Qu?n Ninh Ki?u,Vi?t Nam,Châu Á
648,C?n Tho,Phu?ng An L?c,Qu?n Ninh Ki?u,Vi?t Nam,Châu Á
649,C?n Tho,Phu?ng Xuân Khánh,Qu?n Ninh Ki?u,Vi?t Nam,Châu Á
650,Ð?ng Tháp,Phu?ng M? Phú,TP. Cao Lãnh,Vi?t Nam,Châu Á
651,Ð?ng Tháp,Xã Hòa An,TP. Cao Lãnh,Vi?t Nam,Châu Á
652,Ð?ng Tháp,Xã M? Ngãi,TP. Cao Lãnh,Vi?t Nam,Châu Á
653,Ð?ng Tháp,Xã M? Tân,TP. Cao Lãnh,Vi?t Nam,Châu Á
654,Ð?ng Tháp,Xã Tân Thu?n Ðông,TP. Cao Lãnh,Vi?t Nam,Châu Á
655,Thanh Hóa,Phu?ng B?c Son,TP. S?m Son,Vi?t Nam,Châu Á
656,Thanh Hóa,Phu?ng Trung Son,TP. S?m Son,Vi?t Nam,Châu Á
657,Thanh Hóa,Qu?ng Châu,TP. S?m Son,Vi?t Nam,Châu Á
658,Thanh Hóa,Xã Qu?ng Minh,TP. S?m Son,Vi?t Nam,Châu Á
659,Thanh Hóa,Xã Qu?ng Vinh,TP. S?m Son,Vi?t Nam,Châu Á
660,Thái Bình,Phu?ng B? Xuyên,TP. Thái Bình,Vi?t Nam,Châu Á
661,Thái Bình,Phu?ng Ð? Thám,TP. Thái Bình,Vi?t Nam,Châu Á
662,Thái Bình,Phu?ng Hoàng Di?u,TP. Thái Bình,Vi?t Nam,Châu Á
663,Thái Bình,Xã Ðông Hòa,TP. Thái Bình,Vi?t Nam,Châu Á
664,Thái Bình,Xã Vu L?c,TP. Thái Bình,Vi?t Nam,Châu Á
665,Kon Tum,Phu?ng Duy Tân,TP. Kon Tum,Vi?t Nam,Châu Á
666,Kon Tum,Phu?ng Lê L?i,TP. Kon Tum,Vi?t Nam,Châu Á
667,Kon Tum,Phu?ng Ngô Mây,TP. Kon Tum,Vi?t Nam,Châu Á
668,Kon Tum,Phu?ng Quy?t Th?ng,TP. Kon Tum,Vi?t Nam,Châu Á
669,Kon Tum,Phu?ng Tru?ng Chinh,TP. Kon Tum,Vi?t Nam,Châu Á
670,Lai Châu,Ðông Phong,TP. Lai Châu,Vi?t Nam,Châu Á
671,Lai Châu,Phu?ng Ðoàn K?t,TP. Lai Châu,Vi?t Nam,Châu Á
672,Lai Châu,Phu?ng Tân Phong,TP. Lai Châu,Vi?t Nam,Châu Á
673,Lai Châu,Xã N?m Loong,TP. Lai Châu,Vi?t Nam,Châu Á
674,Lai Châu,Xã San Thàng,TP. Lai Châu,Vi?t Nam,Châu Á
675,Lâm Ð?ng,Phu?ng L?c Phát,TP. B?o L?c,Vi?t Nam,Châu Á
676,Lâm Ð?ng,Phu?ng L?c Son,TP. B?o L?c,Vi?t Nam,Châu Á
677,Lâm Ð?ng,Phu?ng L?c Ti?n,TP. B?o L?c,Vi?t Nam,Châu Á
678,Lâm Ð?ng,Xã Ð?i Lào,TP. B?o L?c,Vi?t Nam,Châu Á
679,Lâm Ð?ng,Xã L?c Thanh,TP. B?o L?c,Vi?t Nam,Châu Á
680,B?c Giang,Phu?ng Hoàng Van Th?,TP. B?c Giang,Vi?t Nam,Châu Á
681,B?c Giang,Phu?ng Lê L?i,TP. B?c Giang,Vi?t Nam,Châu Á
682,B?c Giang,Phu?ng M? Ð?,TP. B?c Giang,Vi?t Nam,Châu Á
683,B?c Giang,Phu?ng Th? Xuong,TP. B?c Giang,Vi?t Nam,Châu Á
684,B?c Giang,Xã Ð?ng Son,TP. B?c Giang,Vi?t Nam,Châu Á
685,L?ng Son,Th? tr?n B?c Son,Huy?n B?c Son,Vi?t Nam,Châu Á
686,L?ng Son,Xã Chi?n Th?ng,Huy?n B?c Son,Vi?t Nam,Châu Á
687,L?ng Son,Xã Chiêu Vu,Huy?n B?c Son,Vi?t Nam,Châu Á
688,L?ng Son,Xã Qu?nh Son,Huy?n B?c Son,Vi?t Nam,Châu Á
689,L?ng Son,Xã Tân L?p,Huy?n B?c Son,Vi?t Nam,Châu Á
690,B?c K?n,Phu?ng Ð?c Xuân,TP. B?c K?n,Vi?t Nam,Châu Á
691,B?c K?n,Phu?ng Phùng Chí Kiên,TP. B?c K?n,Vi?t Nam,Châu Á
692,B?c K?n,Xã Duong Quang,TP. B?c K?n,Vi?t Nam,Châu Á
693,B?c K?n,Xã Nông Thu?ng,TP. B?c K?n,Vi?t Nam,Châu Á
694,B?c K?n,Xã Xu?t Hoá,TP. B?c K?n,Vi?t Nam,Châu Á
695,Lào Cai,Phu?ng B?c Cu?ng,TP. Lào Cai,Vi?t Nam,Châu Á
696,Lào Cai,Phu?ng B?c L?nh,TP. Lào Cai,Vi?t Nam,Châu Á
697,Lào Cai,Phu?ng Bình Minh,TP. Lào Cai,Vi?t Nam,Châu Á
698,Lào Cai,Xã Cam Ðu?ng,TP. Lào Cai,Vi?t Nam,Châu Á
699,Lào Cai,Xã H?p Thành,TP. Lào Cai,Vi?t Nam,Châu Á
700,B?c Liêu,Xã Hi?p Thành,TP. B?c Liêu,Vi?t Nam,Châu Á
701,B?c Liêu,Xã Vinh Tr?ch,TP. B?c Liêu,Vi?t Nam,Châu Á
702,B?c Liêu,Xã Vinh Tr?ch Ðông,TP. B?c Liêu,Vi?t Nam,Châu Á
703,Long An,Phu?ng Khánh H?u,TP. Tân An,Vi?t Nam,Châu Á
704,Long An,Phu?ng Tân Khánh,TP. Tân An,Vi?t Nam,Châu Á
705,Long An,Xã An Vinh Ngãi,TP. Tân An,Vi?t Nam,Châu Á
706,Long An,Xã Bình Tâm,TP. Tân An,Vi?t Nam,Châu Á
707,Long An,Xã Nhon Th?nh Trung,TP. Tân An,Vi?t Nam,Châu Á
708,B?c Ninh,Phu?ng Ð?i Phúc,TP. B?c Ninh,Vi?t Nam,Châu Á
709,B?c Ninh,Phu?ng Su?i Hoa,TP. B?c Ninh,Vi?t Nam,Châu Á
710,B?c Ninh,Phu?ng Ti?n An,TP. B?c Ninh,Vi?t Nam,Châu Á
711,B?c Ninh,Xã Hòa Long,TP. B?c Ninh,Vi?t Nam,Châu Á
712,B?c Ninh,Xã Nam Son,TP. B?c Ninh,Vi?t Nam,Châu Á
713,Nam Ð?nh,Phu?ng Bà Tri?u,TP. Nam Ð?nh,Vi?t Nam,Châu Á
714,B?n Tre,Phu?ng Phú Khuong,TP. B?n Tre,Vi?t Nam,Châu Á
715,Ngh? An,Th? tr?n Anh Son,Huy?n Anh Son,Vi?t Nam,Châu Á
716,Bình Ð?nh,Phu?ng Bùi Th? Xuân,TP. Quy Nhon,Vi?t Nam,Châu Á
717,Ninh Bình,Phu?ng Ðông Thành,TP. Ninh Bình,Vi?t Nam,Châu Á
718,Ninh Thu?n,Phu?ng B?o An,TP. Phan Rang-Tháp Chàm,Vi?t Nam,Châu Á
719,Phú Th?,Xã Tam Son,Huy?n C?m Khê,Vi?t Nam,Châu Á
720,Bình Thu?n,Phu?ng Bình Hung,TP. Phan Thi?t,Vi?t Nam,Châu Á
721,Phú Yên,Xã Xuân Lãnh,Huy?n Ð?ng Xuân,Vi?t Nam,Châu Á
722,Cà Mau,Tân Xuyên,TP. Cà Mau,Vi?t Nam,Châu Á
723,Qu?ng Bình,Phu?ng B?c Lý,TP. Ð?ng H?i,Vi?t Nam,Châu Á
724,Qu?ng Nam,Phu?ng An M?,TP. Tam K?,Vi?t Nam,Châu Á
725,Cao B?ng,Xã Ð?c H?nh,Huy?n B?o Lâm,Vi?t Nam,Châu Á
726,Qu?ng Ngãi,Phu?ng Nghia Chánh,TP. Qu?ng Ngãi,Vi?t Nam,Châu Á
727,Ð?k L?k,Phu?ng Khánh Xuân,TP. Buôn Ma Thu?t,Vi?t Nam,Châu Á
728,Qu?ng Ninh,Phu?ng B?ch Ð?ng,TP. H? Long,Vi?t Nam,Châu Á
729,Ð?k Nông,Th? tr?n Ð?k Mil,Huy?n Ðak Mil,Vi?t Nam,Châu Á
730,Qu?ng Tr?,Th? tr?n Cam L?,Huy?n Cam L?,Vi?t Nam,Châu Á
731,Ði?n Biên,Phu?ng Mu?ng Thanh,TP. Ði?n Biên Ph?,Vi?t Nam,Châu Á
732,Sóc Trang,Th? tr?n Châu Thành,Huy?n Châu Thành,Vi?t Nam,Châu Á
733,Son La,Phu?ng Chi?ng An,TP. Son La,Vi?t Nam,Châu Á
734,Tây Ninh,Phu?ng Hi?p Ninh,TP. Tây Ninh,Vi?t Nam,Châu Á
735,Gia Lai,Phu?ng Tây Son,Th? xã An Khê,Vi?t Nam,Châu Á
736,Hà Giang,Phu?ng Minh Khai,TP. Hà Giang,Vi?t Nam,Châu Á
737,Thái Nguyên,Th? tr?n Ð?i T?,Huy?n Ð?i T?,Vi?t Nam,Châu Á
738,Hà Nam,Th? tr?n Bình M?,Huy?n Bình L?c,Vi?t Nam,Châu Á
739,Hà Tinh,Phu?ng B?c Hà,TP. Hà Tinh,Vi?t Nam,Châu Á
740,Th?a Thiên Hu?,Phu?ng An Ðông,TP. Hu?,Vi?t Nam,Châu Á
741,H?i Duong,Phu?ng Ph?m Ngu Lão,TP. H?i Duong,Vi?t Nam,Châu Á
742,Ti?n Giang,Th? tr?n Cái Bè,Huy?n Cái Bè,Vi?t Nam,Châu Á
743,H?i Phòng,Th? tr?n An Duong,Huy?n An Duong,Vi?t Nam,Châu Á
744,Trà Vinh,Xã Long Ð?c,TP. Trà Vinh,Vi?t Nam,Châu Á
745,H?u Giang,Xã Ðông Th?nh,Huy?n Châu Thành,Vi?t Nam,Châu Á
746,Tuyên Quang,Phu?ng Ð?i C?n,TP. Tuyên Quang,Vi?t Nam,Châu Á
747,Hòa Bình,Phu?ng Ð?ng Ti?n,TP. Hòa Bình,Vi?t Nam,Châu Á
748,Vinh Long,Xã Tân Hòa,TP. Vinh Long,Vi?t Nam,Châu Á
749,Hung Yên,Phu?ng An T?o,TP. Hung Yên,Vi?t Nam,Châu Á
750,Vinh Phúc,Phu?ng Tích Son,TP. Vinh Yên,Vi?t Nam,Châu Á
751,Yên Bái,Th? tr?n Yên Th?,Huy?n L?c Yên,Vi?t Nam,Châu Á
752,Yên Bái,Xã Mu?ng Lai,Huy?n L?c Yên,Vi?t Nam,Châu Á
753,Yên Bái,Xã An L?c,Huy?n L?c Yên,Vi?t Nam,Châu Á
754,Yên Bái,Phu?ng Ð?ng Tâm,TP. Yên Bái,Vi?t Nam,Châu Á
755,Yên Bái,Phu?ng Minh Tân,TP. Yên Bái,Vi?t Nam,Châu Á
756,Yên Bái,Phu?ng Nguy?n Thái H?c,TP. Yên Bái,Vi?t Nam,Châu Á
757,Yên Bái,Xã Phúc L?c,TP. Yên Bái,Vi?t Nam,Châu Á
758,Algiers,Guaviare,Encamp,Algeria,Africa
759,Boumerdas,Hamburg,Sar-e Pul,Algeria,Africa
760,Oran,Kraj Vysocina,Tiran ,Algeria,Africa
761,Tébessa,Pinar del R o,Daykundi,Algeria,Africa
762,Luanda,San Jos_,Baghlan,Angola,Africa
763,N’dalatando,Heredia,Barbuda,Angola,Africa
764,Huambo,Lefkosia,Ararat,Angola,Africa
765,Lobito,Brandenburg,Vlor ,Angola,Africa
766,Cotonou,Olomouck_ kraj,Kandahar,Benin,Africa
767,Abomey-Calavi,Th ringen,Dubayy [Dubai],Benin,Africa
768,Djougou,Caldas,Andorra la Vella,Benin,Africa
769,Porto-Novo,Nordrhein-Westfalen,Canillo,Benin,Africa
770,Gaborone,Guain a,Jowzjan,Botswana,Africa
771,Francistown,Ribeira Grande de Santiago,Takhar,Botswana,Africa
772,Molepolole,Berlin,Bi_,Botswana,Africa
773,Selebi-Phikwe,Mayabeque,Namibe,Botswana,Africa
774,Ouagadougou,Guant namo,Farah,Burkina Faso,Africa
775,Bobo-Dioulasso,Djibouti,Redonda,Burkina Faso,Africa
776,Koudougou,Pafos,Benguela,Burkina Faso,Africa
777,Ouahigouya,Isla de la Juventud,Kuna,Burkina Faso,Africa
778,Bujumbura,Niedersachsen,Umm al Qaywayn,Burundi,Africa
779,Muyinga,Santa Catarina do Fogo,Badghis,Burundi,Africa
780,Ruyigi,Artemisa,Escaldes-Engordany,Burundi,Africa
781,Gitega,Santa Cruz,Parwan,Burundi,Africa
782,Douala,Schleswig-Holstein,Herat,Cameroon,Africa
783,Yaoundé,Mosteiros,Ghazni,Cameroon,Africa
784,Garoua,Paul,Loi,Cameroon,Africa
785,Kousséri,Bayern,'Ajman,Cameroon,Africa
786,Praia,Rheinland-Pfalz,Lezh ,Cape Verde,Africa
787,Mindelo,Duarte,Ra s al Khaymah,Cape Verde,Africa
788,Santa Maria,Azua,Kuk s,Cape Verde,Africa
789,Cova Figueira,Saint John,Saint Philip,Cape Verde,Africa
790,,Saint Joseph,Saint Paul,Central African Republic,Africa
791,Bangui,Puerto Plata,Ghor,Chad,Africa
792,Bimbo,Sj_lland,Ordino,Chad,Africa
793,Mbaïki,Hovedstaden,San Luis,Chad,Africa
794,Berbérati,Tadjourah,Balkh,Chad,Africa
795,Moroni,Cibao Nordeste,Faryab,Comoros,Africa
796,Moutsamoudou,Obock,Saint John,Comoros,Africa
797,Fomboni,Syddanmark,Gjirokast r,Comoros,Africa
798,Domoni,Ali Sabieh,Saint Peter,Comoros,Africa
799,Kinshasa,Saint Paul,Khost,Democratic Republic of the Congo,Africa
800,Lubumbashi,Peravia,Sant Juli  de L ria,Democratic Republic of the Congo,Africa
801,Mbuji-Mayi,Santiago,Ash Shariqah [Sharjah],Democratic Republic of the Congo,Africa
802,Kisangani,Independencia,La Massana,Democratic Republic of the Congo,Africa
803,Djibouti,Saint Peter,Kapisa,Djibouti,Africa
804,Ali Sabieh,Monte Cristi,_irak,Djibouti,Africa
805,Tadjoura,Espaillat,Bamyan,Djibouti,Africa
806,Obock,Sachsen,Al Fujayrah,Djibouti,Africa
807,Cairo,Saint Luke,Paktika,Egypt,Africa
808,Alexandria,Saint George,Kabul,Egypt,Africa
809,Giza,Nordjylland,Zabul,Egypt,Africa
810,Port Said,Saint Mark,Badakhshan,Egypt,Africa
811,,Saman ,Kwanza Norte,Equatorial Guinea,Africa
812,Bata,San Crist bal,Laghman,Eritrea,Africa
813,Malabo,Barahona,Huambo,Eritrea,Africa
814,Ebebiyin,Saint Andrew,Helmand,Eritrea,Africa
815,Aconibe,Saint David,Dib r,Eritrea,Africa
816,Addis Ababa,El as Pi a,Nuristan,Ethiopia,Africa
817,Dire Dawa,Midtjylland,Gegark'unik',Ethiopia,Africa
818,Bahir Dar,San Pedro de Macor s,Moxico,Ethiopia,Africa
819,Gondar,Saint Patrick,Panjshayr,Ethiopia,Africa
820,Libreville,Dajab n,Uruzgan,Gabon,Africa
821,Port-Gentil,Distrito Nacional (Santo Domingo),Elbasan,Gabon,Africa
822,Franceville,Pedernales,Abu Z aby [Abu Dhabi],Gabon,Africa
823,Oyem,Hermanas Mirabal,Saint Mary,Gabon,Africa
824,Serekunda,Baoruco,Samangan,Gambia,Africa
825,Brikama,El Seibo,Fier,Gambia,Africa
826,Bakau,La Altagracia,Aragacotn,Gambia,Africa
827,Banjul,La Vega,U ge,Gambia,Africa
828,Accra,Monse or Nouel,Nimroz,Ghana,Africa
829,Kumasi,La Romana,Kunduz,Ghana,Africa
830,Tamale,Mar a Trinidad S nchez,Saint George,Ghana,Africa
831,Takoradi,Hato Mayor,Nangarhar,Ghana,Africa
832,North-West,Santo Domingo,Kor  ,Guinea,Africa
833,Arkhabil Suqutr ,Monte Plata,Tucum n,Guinea-Bissau,Africa
834,Luapula,Oum el Bouaghi,Erevan,Ivory Coast,Africa
835,Hu Giang,S nchez Ram rez,Logar,Kenya,Africa
836,Al Mawit,Alger,Berat,Lesotho,Africa
837,Gagaifomauga,Cibao Sur,Luanda,Liberia,Africa
838,Limpopo,Loja,Shkod r,Libya,Africa
839,Abyan,San Jos_ de Ocoa,La Pampa,Madagascar,Africa
840,Western Cape,Boumerd s,Lunda Norte,Malawi,Africa
841,Midlands,B_ja a,Ciudad Aut noma de Buenos Aires,Mali,Africa
842,Northern,Tiaret,Lunda Sul,Mauritania,Africa
843,Mashonaland Central,Cibao Noroeste,Paktiya,Mauritius,Africa
844,Eastern,Naama,Wardak,Mayotte,Africa
845,Lusaka,Khenchela,Tavu_,Morocco,Africa
846,Al Mahrah,Santiago Rodr guez,Chubut,Mozambique,Africa
847,Matabeleland North,Biskra,Jujuy,Namibia,Africa
848,Masvingo,Ozama,Bengo,Niger,Africa
849,Copperbelt,Santa Elena,La Rioja,Nigeria,Africa
850,Muchinga,San Juan,Vayoc Jor,Republic of the Congo,Africa
851,Bulawayo,El Bayadh,Syunik',Rwanda,Africa
852,Ma rib,Valverde,Kuando Kubango,Réunion,Africa
853,Torba,Tlemcen,Kwanza Sul,Saint Helena,Africa
854,Al Jawf,Tartumaa,Santa Fe,Senegal,Africa
855,Gauteng,Batna,Santiago del Estero,Seychelles,Africa
856,aramawt,El Valle,Cunene,Sierra Leone,Africa
857,Ravenna,Yuma,Entre R os,Somalia,Africa
858,Treviso,Relizane,Malange,South Africa,Africa
859,Reggio Calabria,Annaba,R o Negro,South Sudan,Africa
860,Saint Mary,Tindouf,Armavir,Sudan,Africa
861,Pesaro e Urbino,Tipaza,Hu la,Swaziland,Africa
862,Tottori,Santo Domingo de los Ts chilas,Buenos Aires,São Tomé and Príncipe,Africa
863,Roma,AI Wadi al Jadid,San Juan,Tanzania,Africa
864,Prato,Tizi Ouzou,Zaire,Togo,Africa
865,Hanover,Enriquillo,Misiones,Tunisia,Africa
866,Pistoia,Tamanrasset,Cabinda,Uganda,Africa
867,Rovigo,A n Defla,Chaco,Western Sahara,Africa
868,Saint James,Napo,Durr s,Zambia,Africa
869,Reggio Emilia,Mostaganem,Formosa,Zimbabwe,Africa
870,McMurdo Station,AI Fayyum,Salta,Antarctica,Antarctica
871,Sondrio,Djelfa,Catamarca,Bouvet Island,Antarctica
872,Port-aux-Français,Mila,Kotayk',French Southern Territories,Antarctica
873,Irbid,Chlef,Mendoza,Heard Island and McDonald Islands,Antarctica
874,Grytviken,Adrar,New South Wales,South Georgia and the South Sandwich Islands,Antarctica
875,Kabul,L__ne-Virumaa,C rdoba,Afghanistan,Asia
876,Kunduz,S_tif,Santa Cruz,Afghanistan,Asia
877,Ghazni,Orellana,Australian Capital Territory,Afghanistan,Asia
878,Balkh,B_char,Tierra del Fuego,Afghanistan,Asia
879,Yerevan,Cibao Norte,Wien,Armenia,Asia
880,Gyumri,Al Bar al Amar,Burgenland,Armenia,Asia
881,Vanadzor,Jijel,Victoria,Armenia,Asia
882,Ejmiatsin,Imbabura,Astara,Armenia,Asia
883,Baku,Sucumb os,Northern Territory,Azerbaijan,Asia
884,Ganja,El Tarf,Brd,Azerbaijan,Asia
885,Sumqayit,J gevamaa,Dasksn,Azerbaijan,Asia
